Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
63577925,12/31/2024 11:14:15 PM,01/01/2025 09:01:36 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 09:01:52 AM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63577183,12/31/2024 11:14:03 PM,01/09/2025 01:01:59 PM,DOT,Department of Transportation,Bridge Condition,Pothole,Bridge,,,,,,,,,,,,Closed,,General maintenance and cleaning is on a regular schedule. The next scheduled maintenance and cleaning will correct the condition.,01/09/2025 01:02:03 PM,Unspecified QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,Pulaski Br,Queens Bound,Roadway,Roadway,,,
63583875,12/31/2024 11:14:00 PM,12/31/2024 11:45:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11219,,,,,60 STREET,14 AVENUE,INTERSECTION,BROOKLYN,,N/A,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,12/31/2024 11:45:00 PM,12 BROOKLYN,,BROOKLYN,985264,167895,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.62750945463683,-73.99634702966641,"(40.62750945463683, -73.99634702966641)"
63581450,12/31/2024 11:13:58 PM,01/02/2025 05:03:48 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:05:00 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63576432,12/31/2024 11:13:54 PM,01/01/2025 02:50:10 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10301,51 VAN BUREN STREET,VAN BUREN STREET,YORK AVENUE,MINERVA PLACE,YORK AVENUE,MINERVA PLACE,ADDRESS,STATEN ISLAND,VAN BUREN STREET,,Closed,,The Police Department issued a summons in response to the complaint.,01/01/2025 02:50:12 AM,01 STATEN ISLAND,5000620026,STATEN ISLAND,959100,174379,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.645271001915525,-74.09062788609185,"(40.645271001915525, -74.09062788609185)"
63578256,12/31/2024 11:13:48 PM,01/02/2025 05:08:12 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:11:12 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63577912,12/31/2024 11:13:47 PM,01/02/2025 06:00:30 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10470,333 EAST  235 STREET,EAST  235 STREET,KATONAH AVENUE,MARTHA AVENUE,KATONAH AVENUE,MARTHA AVENUE,ADDRESS,BRONX,EAST  235 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 06:00:41 AM,12 BRONX,2033840054,BRONX,1021211,266362,MOBILE,Unspecified,BRONX,,,,,,,,40.89769841988198,-73.86630540775252,"(40.89769841988198, -73.86630540775252)"
63579984,12/31/2024 11:13:30 PM,01/01/2025 09:01:35 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 09:01:47 AM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63583943,12/31/2024 11:13:17 PM,12/31/2024 11:50:12 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11417,103-26 PLATTWOOD AVENUE,PLATTWOOD AVENUE,103 STREET,CENTREVILLE STREET,103 STREET,CENTREVILLE STREET,ADDRESS,OZONE PARK,PLATTWOOD AVENUE,,Closed,,The Police Department issued a summons in response to the complaint.,12/31/2024 11:50:15 PM,10 QUEENS,4114790033,QUEENS,1029866,186450,ONLINE,Unspecified,QUEENS,,,,,,,,40.678321407355874,-73.83554146592766,"(40.678321407355874, -73.83554146592766)"
63580984,12/31/2024 11:13:13 PM,12/31/2024 11:27:41 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11232,856 42 STREET,42 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,BROOKLYN,42 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,12/31/2024 11:27:43 PM,12 BROOKLYN,3009250029,BROOKLYN,984849,174216,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.644859291626524,-73.99784152051204,"(40.644859291626524, -73.99784152051204)"
63573007,12/31/2024 11:13:12 PM,01/02/2025 05:09:55 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:13:49 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63574930,12/31/2024 11:13:12 PM,01/02/2025 05:08:17 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:11:28 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63582621,12/31/2024 11:13:12 PM,01/01/2025 12:35:34 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11372,83-11 34 AVENUE,34 AVENUE,83 STREET,84 STREET,83 STREET,84 STREET,ADDRESS,JACKSON HEIGHTS,34 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/01/2025 12:35:37 AM,03 QUEENS,4014310035,QUEENS,1016417,213950,MOBILE,Unspecified,QUEENS,,,,,,,,40.753861338733394,-73.88389742372135,"(40.753861338733394, -73.88389742372135)"
63576433,12/31/2024 11:12:59 PM,01/01/2025 01:51:45 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11436,117-42 140 STREET,140 STREET,FOCH BOULEVARD,120 AVENUE,FOCH BOULEVARD,120 AVENUE,ADDRESS,JAMAICA,140 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 01:51:49 AM,12 QUEENS,4120110030,QUEENS,1039344,186293,ONLINE,Unspecified,QUEENS,,,,,,,,40.677836563389675,-73.80137199566666,"(40.677836563389675, -73.80137199566666)"
63572231,12/31/2024 11:12:50 PM,12/31/2024 11:23:53 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11220,630 BAY RIDGE AVENUE,BAY RIDGE AVENUE,6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,ADDRESS,BROOKLYN,BAY RIDGE AVENUE,,Closed,,The Police Department issued a summons in response to the complaint.,12/31/2024 11:23:57 PM,10 BROOKLYN,3058750021,BROOKLYN,979345,169506,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.631930009765334,-74.01767160400672,"(40.631930009765334, -74.01767160400672)"
63582418,12/31/2024 11:12:45 PM,01/01/2025 12:52:18 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,Residential Building/House,11204,2117 72 STREET,72 STREET,21 AVENUE,BAY PARKWAY,21 AVENUE,BAY PARKWAY,ADDRESS,BROOKLYN,72 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 12:52:20 AM,11 BROOKLYN,3061860070,BROOKLYN,987809,161839,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.610886337268575,-73.98718177107398,"(40.610886337268575, -73.98718177107398)"
63583360,12/31/2024 11:12:44 PM,01/01/2025 09:01:05 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 09:01:12 AM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63581676,12/31/2024 11:12:32 PM,01/02/2025 05:07:26 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:09:09 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63572767,12/31/2024 11:12:23 PM,12/31/2024 11:41:55 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11375,100-34 67 ROAD,67 ROAD,BOOTH STREET,QUEENS BOULEVARD,BOOTH STREET,QUEENS BOULEVARD,ADDRESS,FOREST HILLS,67 ROAD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,12/31/2024 11:41:58 PM,06 QUEENS,,QUEENS,1024924,203724,ONLINE,Unspecified,QUEENS,,,,,,,,40.72575850788784,-73.8532544038603,"(40.72575850788784, -73.8532544038603)"
63572981,12/31/2024 11:12:23 PM,01/02/2025 05:07:24 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:09:37 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63574330,12/31/2024 11:12:16 PM,12/31/2024 11:37:51 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,406 WOODWARD AVENUE,WOODWARD AVENUE,STANHOPE STREET,HIMROD STREET,STANHOPE STREET,HIMROD STREET,ADDRESS,RIDGEWOOD,WOODWARD AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,12/31/2024 11:37:54 PM,05 QUEENS,4034020037,QUEENS,1008613,197477,ONLINE,Unspecified,QUEENS,,,,,,,,40.70867196158022,-73.9121245642959,"(40.70867196158022, -73.9121245642959)"
63584433,12/31/2024 11:12:13 PM,12/31/2024 11:25:32 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,1175 EAST  225 STREET,EAST  225 STREET,226 DRIVE,SCHIEFFELIN AVENUE,226 DRIVE,SCHIEFFELIN AVENUE,ADDRESS,BRONX,EAST  225 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,12/31/2024 11:25:37 PM,12 BRONX,2049050003,BRONX,1026619,261092,ONLINE,Unspecified,BRONX,,,,,,,,40.88320964493215,-73.84677707903356,"(40.88320964493215, -73.84677707903356)"
63572693,12/31/2024 11:12:01 PM,12/31/2024 11:54:16 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10462,1410 WOOD ROAD,WOOD ROAD,WOOD AVENUE,WEST AVENUE,WOOD AVENUE,WEST AVENUE,ADDRESS,BRONX,WOOD ROAD,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12/31/2024 11:54:19 PM,09 BRONX,2039377501,BRONX,1022358,243803,ONLINE,Unspecified,BRONX,,,,,,,,40.835776022559436,-73.8622847955136,"(40.835776022559436, -73.8622847955136)"
63584157,12/31/2024 11:12:00 PM,01/03/2025 09:30:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Cycling,,10128,342 EAST   87 STREET,EAST   87 STREET,1 AVE,2 AVE,,,ADDRESS,NEW YORK,,,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,01/03/2025 09:30:00 AM,08 MANHATTAN,1015490037,MANHATTAN,998145,222707,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.77794462707907,-73.94982968958348,"(40.77794462707907, -73.94982968958348)"
63581451,12/31/2024 11:11:58 PM,01/01/2025 09:01:04 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 09:01:13 AM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63579667,12/31/2024 11:11:54 PM,01/02/2025 05:11:32 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:16:17 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63574222,12/31/2024 11:11:46 PM,01/01/2025 12:47:17 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1011 WASHINGTON AVENUE,WASHINGTON AVENUE,EAST  164 STREET,WEIHER COURT,EAST  164 STREET,WEIHER COURT,ADDRESS,BRONX,WASHINGTON AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/01/2025 12:47:20 AM,03 BRONX,2023860144,BRONX,1009228,240291,ONLINE,Unspecified,BRONX,,,,,,,,40.82618349190198,-73.90974720069485,"(40.82618349190198, -73.90974720069485)"
63581477,12/31/2024 11:11:35 PM,01/02/2025 05:03:55 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:05:28 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63574386,12/31/2024 11:11:26 PM,01/01/2025 12:34:21 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10030,2348 7 AVENUE,7 AVENUE,WEST  137 STREET,WEST  138 STREET,WEST  137 STREET,WEST  138 STREET,ADDRESS,NEW YORK,7 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 12:34:26 AM,10 MANHATTAN,1020230033,MANHATTAN,1000164,236922,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.81695752272475,-73.94250605409184,"(40.81695752272475, -73.94250605409184)"
63573129,12/31/2024 11:11:16 PM,01/02/2025 05:05:51 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/02/2025 05:08:08 PM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63578111,12/31/2024 11:11:11 PM,01/01/2025 08:38:02 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2025 08:38:04 AM,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187241649303,-73.86016845296459,"(40.89187241649303, -73.86016845296459)"
63580727,12/31/2024 11:11:10 PM,01/01/2025 01:23:27 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11373,79-11 41 AVENUE,41 AVENUE,79 STREET,80 STREET,79 STREET,80 STREET,ADDRESS,ELMHURST,41 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/01/2025 01:23:30 AM,04 QUEENS,4014900018,QUEENS,1015780,210986,ONLINE,Unspecified,QUEENS,,,,,,,,40.745728207655894,-73.88621048623587,"(40.745728207655894, -73.88621048623587)"
63573907,12/31/2024 11:11:00 PM,01/01/2025 02:30:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10452,,,,,JEROME AVENUE,EAST 171 STREET,INTERSECTION,BRONX,,N/A,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,01/01/2025 02:30:00 AM,04 BRONX,,BRONX,1007245,245814,UNKNOWN,Unspecified,BRONX,,,,,,,,40.84134791327131,-73.91689342043631,"(40.84134791327131, -73.91689342043631)"
63576592,12/31/2024 11:11:00 PM,01/03/2025 02:21:00 PM,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11237,147 STARR STREET,STARR STREET,KNICKERBOCKER AVE,IRVING AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,01/03/2025 02:21:00 PM,04 BROOKLYN,3031870049,BROOKLYN,1005122,195591,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.70350426198751,-73.9247221675149,"(40.70350426198751, -73.9247221675149)"
